fip,0 Days,1 Days,2 Days,3 Days,4 Days,5 Days,6 Days,7 Days,8 Days,9 Days,10 Days
48203,0,0,0,0,0.166666667,0.333333333,0.5,0.5,0.5,0.5,0.5
48209,0,0.137254902,0.31372549,0.431372549,0.509803922,0.745098039,0.843137255,0.960784314,1,1,1
48213,0,0,0.076923077,0.076923077,0.230769231,0.307692308,0.538461538,0.538461538,0.769230769,0.769230769,1
48215,0,0.20754717,0.471698113,0.622641509,0.79245283,0.886792453,0.962264151,1,1,1,1
48217,0,0,0,0,0,0,0.5,1,1,1,1
48221,0,0,0.133333333,0.266666667,0.333333333,0.6,0.733333333,0.733333333,0.866666667,0.933333333,1
48223,0,0,0.5,1,1,1,1,1,1,1,1
48227,0,0,0,0,0,0,0,0,0,0,0
48231,0,0.1,0.2,0.3,0.4,0.5,0.9,0.9,0.9,0.9,1
48233,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
48245,0,0.076923077,0.192307692,0.192307692,0.423076923,0.461538462,0.576923077,0.769230769,0.807692308,0.846153846,1
48251,0,0.125,0.208333333,0.25,0.395833333,0.604166667,0.625,0.791666667,0.854166667,0.9375,1
48257,0.023255814,0.11627907,0.23255814,0.534883721,0.697674419,0.860465116,0.930232558,1,1,1,1
48259,0.05,0.2,0.3,0.4,0.6,0.75,0.85,0.9,0.9,0.95,1
48265,0,0,0,0,0.166666667,0.333333333,0.333333333,0.5,0.5,0.5,0.5
48273,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1
48275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
48277,0,0,0,0,0,0,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667
48281,0,0,0,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1
48291,0,0,0.071428571,0.642857143,0.642857143,0.785714286,0.857142857,0.928571429,0.928571429,1,1
48299,0,0.125,0.5,0.75,0.75,0.875,1,1,1,1,1
48303,0,0.076923077,0.115384615,0.153846154,0.153846154,0.153846154,0.230769231,0.230769231,0.269230769,0.384615385,0.615384615
48309,0.032258065,0.032258065,0.096774194,0.161290323,0.225806452,0.387096774,0.612903226,0.677419355,0.774193548,0.838709677,0.903225806
48325,0,0,0,0,0,0,0,0,0.333333333,1,1
48329,0,0.090909091,0.090909091,0.090909091,0.272727273,0.272727273,0.272727273,0.318181818,0.454545455,0.454545455,0.5
48337,0,0,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.75
48339,0.010582011,0.137566138,0.296296296,0.497354497,0.645502646,0.772486772,0.846560847,0.888888889,0.925925926,0.968253968,0.989417989
48341,0.5,1,1,1,1,1,1,1,1,1,1
48349,0,0,0.285714286,0.428571429,0.714285714,0.714285714,0.714285714,0.714285714,0.857142857,0.857142857,1
48351,0.5,0.5,1,1,1,1,1,1,1,1,1
48353,0,0,0,0,0,0.2,0.2,0.2,0.6,0.8,0.8
48355,0,0.028571429,0.042857143,0.2,0.428571429,0.571428571,0.685714286,0.714285714,0.814285714,0.942857143,0.971428571
48361,0,0,0,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.8
48367,0.0625,0.083333333,0.25,0.479166667,0.583333333,0.75,0.875,0.916666667,0.9375,0.979166667,1
48373,0,0,0,0.111111111,0.444444444,0.666666667,0.666666667,0.777777778,0.888888889,1,1
48375,0.142857143,0.285714286,0.428571429,0.857142857,0.857142857,1,1,1,1,1,1
48381,0.0625,0.125,0.3125,0.5,0.5625,0.5625,0.75,0.875,0.9375,1,1
48385,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
48395,0,0,0.5,1,1,1,1,1,1,1,1
48397,0,0.096774194,0.161290323,0.419354839,0.64516129,0.838709677,0.903225806,1,1,1,1
48401,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
48407,0,0,0,0,0,0,0.5,0.5,0.5,0.75,1
48409,0,0,0,0,0,0.333333333,0.333333333,0.555555556,0.666666667,0.777777778,1
48415,0,0,0,0,0,0,0,0,0,0.5,0.5
48423,0,0.03125,0.15625,0.15625,0.21875,0.5,0.65625,0.75,0.90625,0.9375,1
48429,0,0.25,0.25,0.75,0.75,1,1,1,1,1,1
48439,0.029876977,0.173989455,0.367311072,0.560632689,0.724077329,0.843585237,0.912126538,0.961335677,0.984182777,1,1
48441,0,0,0.066666667,0.2,0.333333333,0.666666667,0.8,1,1,1,1
48449,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
48451,0,0.083333333,0.083333333,0.166666667,0.166666667,0.25,0.5,0.666666667,0.75,0.75,0.833333333
48453,0.023890785,0.09556314,0.276450512,0.5221843,0.720136519,0.846416382,0.924914676,0.972696246,1,1,1
48455,0,0,0.25,0.25,0.25,0.5,0.5,0.75,0.75,1,1
48463,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333
48465,0,0,0,0,0,0,0,0.5,0.5,1,1
48469,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0.75
48471,0,0,0,0,0.375,0.5,0.5,0.625,0.625,1,1
48473,0.2,0.3,0.5,0.6,0.6,0.6,0.8,0.9,0.9,0.9,1
48475,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667
48479,0,0.208333333,0.458333333,0.583333333,0.75,0.791666667,0.791666667,0.791666667,0.875,0.958333333,1
48481,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
48485,0,0,0,0,0.272727273,0.454545455,0.727272727,0.818181818,0.818181818,0.909090909,0.909090909
48491,0.006535948,0.065359477,0.183006536,0.45751634,0.640522876,0.784313725,0.888888889,0.921568627,0.960784314,1,1
48493,0,0,0,0.5,0.5,1,1,1,1,1,1
48497,0,0,0,0.25,0.5,0.75,0.75,0.75,0.75,1,1
48499,0,0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.75
48505,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
49001,0,0,0,0,0,0,0,0.5,0.5,0.5,1
49003,0,0,0.090909091,0.318181818,0.590909091,0.772727273,0.909090909,1,1,1,1
49005,0,0,0.260869565,0.608695652,0.782608696,1,1,1,1,1,1
49007,0,0,0.333333333,0.333333333,0.333333333,1,1,1,1,1,1
49011,0.017391304,0.113043478,0.382608696,0.6,0.782608696,0.913043478,0.956521739,0.991304348,1,1,1
49013,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,1,1,1
49015,0,0,0,0,0.5,1,1,1,1,1,1
49017,0,0,0,0.5,0.5,0.5,0.5,0.5,1,1,1
49019,0,0,0,0.111111111,0.333333333,0.444444444,0.555555556,0.777777778,0.888888889,0.888888889,1
49021,0,0.125,0.625,1,1,1,1,1,1,1,1
49023,0,0,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1,1,1
49027,0,0,0,0.2,0.2,0.4,1,1,1,1,1
49029,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667
49033,0,0,0,0.5,1,1,1,1,1,1,1
49035,0.005102041,0.132653061,0.37755102,0.607142857,0.795918367,0.915816327,0.948979592,0.974489796,1,1,1
49037,0,0.25,0.25,0.5,0.5,0.5,0.75,1,1,1,1
49039,0,0,0,0,0.4,0.4,0.4,0.8,1,1,1
49041,0,0,0.111111111,0.222222222,0.444444444,0.444444444,0.444444444,0.666666667,0.777777778,0.777777778,1
49043,0.04494382,0.224719101,0.483146067,0.629213483,0.719101124,0.831460674,0.865168539,0.921348315,0.966292135,0.97752809,1
49045,0,0.105263158,0.210526316,0.5,0.657894737,0.868421053,0.894736842,1,1,1,1
49047,0,0.111111111,0.444444444,0.555555556,0.777777778,1,1,1,1,1,1
49049,0.021276596,0.180851064,0.388297872,0.680851064,0.829787234,0.904255319,0.946808511,0.968085106,0.978723404,0.984042553,0.994680851
49051,0,0.03125,0.3125,0.375,0.5625,0.8125,0.875,1,1,1,1
49053,0.013157895,0.092105263,0.223684211,0.421052632,0.671052632,0.763157895,0.868421053,0.934210526,0.960526316,1,1
49057,0.012987013,0.12987013,0.311688312,0.493506494,0.714285714,0.883116883,0.974025974,0.987012987,1,1,1
50001,0,0,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.666666667,0.833333333,1,1
50003,0,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1
50007,0,0,0.333333333,0.380952381,0.523809524,0.666666667,0.666666667,0.80952381,0.80952381,0.857142857,0.952380952
50011,0,0,0,0,0.125,0.375,0.625,0.75,0.75,0.875,1
50015,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75
50021,0,0.111111111,0.222222222,0.444444444,0.444444444,0.555555556,0.666666667,0.666666667,0.777777778,1,1
50023,0,0.142857143,0.142857143,0.571428571,0.714285714,0.714285714,0.714285714,0.857142857,0.857142857,0.857142857,1
50025,0,0,0,0.083333333,0.25,0.416666667,0.5,0.666666667,0.666666667,0.916666667,1
50027,0,0,0.083333333,0.25,0.25,0.25,0.333333333,0.583333333,0.583333333,0.666666667,0.833333333
51001,0,0.117647059,0.176470588,0.352941176,0.588235294,0.647058824,0.764705882,0.823529412,1,1,1
51003,0.050847458,0.084745763,0.203389831,0.440677966,0.644067797,0.762711864,0.86440678,0.93220339,0.93220339,0.93220339,0.983050847
51005,0,0,0,0.5,0.5,1,1,1,1,1,1
51007,0,0,0,0.5,0.5,1,1,1,1,1,1
51009,0,0.142857143,0.285714286,0.285714286,0.428571429,0.428571429,0.857142857,1,1,1,1
51011,0,0,0,0,0,0,0,0,0,0,1
51013,0.022727273,0.181818182,0.409090909,0.602272727,0.738636364,0.863636364,0.931818182,0.954545455,1,1,1
51015,0,0,0.333333333,0.333333333,0.666666667,1,1,1,1,1,1
51019,0,0.125,0.166666667,0.333333333,0.5,0.625,0.666666667,0.791666667,0.833333333,0.958333333,1
51023,0,0,0.142857143,0.285714286,0.285714286,0.571428571,0.571428571,0.571428571,0.571428571,0.857142857,1
51029,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
51031,0,0.4,0.4,0.4,0.4,0.6,0.8,0.8,0.8,0.8,1
51033,0,0.111111111,0.444444444,0.444444444,0.555555556,0.666666667,0.666666667,0.777777778,1,1,1
51035,0,0,0.2,0.2,0.4,0.6,0.8,0.8,0.8,0.8,0.8
51041,0.010309278,0.211340206,0.432989691,0.628865979,0.788659794,0.865979381,0.896907216,0.93814433,0.953608247,0.969072165,0.984536082
51043,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
51047,0.083333333,0.166666667,0.333333333,0.5,0.583333333,0.916666667,0.916666667,1,1,1,1
51049,0,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.5,0.5
51053,0,0,0.285714286,0.571428571,0.857142857,1,1,1,1,1,1
51057,0,0,0,0.25,0.75,0.75,1,1,1,1,1
51059,0.012145749,0.151821862,0.400809717,0.643724696,0.795546559,0.882591093,0.949392713,0.975708502,1,1,1
51061,0.055555556,0.222222222,0.277777778,0.611111111,0.777777778,0.944444444,1,1,1,1,1
51065,0,0,0.133333333,0.333333333,0.733333333,0.8,0.866666667,0.866666667,0.933333333,0.933333333,0.933333333
51067,0.142857143,0.428571429,0.5,0.785714286,0.857142857,0.928571429,1,1,1,1,1
51069,0,0.085714286,0.2,0.542857143,0.742857143,0.885714286,0.971428571,0.971428571,0.971428571,1,1
51073,0,0,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1,1
51075,0,0.2,0.4,0.6,0.7,0.8,0.8,0.9,1,1,1
51079,0,0,0,0,0,0.125,0.375,0.875,0.875,1,1
51081,0,0,0,0,0.333333333,1,1,1,1,1,1
51083,0,0.1,0.1,0.2,0.5,0.6,0.7,0.9,1,1,1
51085,0,0.205882353,0.411764706,0.676470588,0.794117647,0.852941176,0.882352941,0.941176471,1,1,1
51087,0.038461538,0.237179487,0.493589744,0.673076923,0.826923077,0.897435897,0.961538462,0.974358974,1,1,1
51089,0,0.25,0.25,0.75,0.75,1,1,1,1,1,1
51093,0,0,0,0.4,0.4,0.6,0.6,0.8,0.8,0.8,0.8
51095,0.063829787,0.170212766,0.446808511,0.553191489,0.765957447,0.872340426,0.957446809,1,1,1,1
51097,0,0,0.666666667,1,1,1,1,1,1,1,1
51099,0,0,0.666666667,1,1,1,1,1,1,1,1
51101,0,0.142857143,0.428571429,0.571428571,0.714285714,0.857142857,0.857142857,0.857142857,1,1,1
51103,0,0,0.2,0.6,0.8,0.8,1,1,1,1,1
51107,0.019762846,0.102766798,0.343873518,0.57312253,0.754940711,0.889328063,0.944664032,0.984189723,1,1,1
51109,0,0,0.090909091,0.318181818,0.590909091,0.681818182,0.727272727,0.909090909,0.909090909,1,1
51111,0,0,0,0,0,0,0,0.5,0.5,0.5,1
51113,0,0,0.083333333,0.166666667,0.666666667,1,1,1,1,1,1
51115,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1
51117,0,0.2,0.4,0.6,0.8,1,1,1,1,1,1
51119,0,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.833333333,1,1
51121,0,0,0,0.105263158,0.421052632,0.684210526,0.789473684,0.842105263,0.947368421,0.947368421,1
51125,0,0,0.125,0.25,0.25,0.375,0.5,0.5,0.5,0.625,0.75
51127,0,0,0.5,0.625,0.875,1,1,1,1,1,1
51131,0,0,0,0.2,0.2,0.2,0.2,0.6,0.6,0.8,0.8
51133,0,0,0.25,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0.75
51135,0,0,0,0,0,0,0.25,0.75,0.75,0.75,1
51137,0,0,0.166666667,0.333333333,0.416666667,0.416666667,0.5,0.833333333,0.833333333,0.916666667,1
51141,0,0,0,0,0.25,0.75,0.75,1,1,1,1
51143,0,0.333333333,0.555555556,0.555555556,0.666666667,0.666666667,0.777777778,1,1,1,1
51145,0,0.111111111,0.222222222,0.666666667,0.666666667,0.888888889,0.888888889,1,1,1,1
51147,0,0,0,0.25,0.25,0.5,0.5,0.5,1,1,1
51149,0,0,0.222222222,0.333333333,0.777777778,1,1,1,1,1,1
51153,0.049586777,0.223140496,0.47107438,0.595041322,0.851239669,0.933884298,0.991735537,1,1,1,1
51157,0,0,0,0.333333333,1,1,1,1,1,1,1
51159,0,0,0,0,0.333333333,0.333333333,0.666666667,1,1,1,1
51161,0.038461538,0.153846154,0.346153846,0.615384615,0.884615385,0.923076923,0.961538462,1,1,1,1
51165,0,0,0.1,0.3,0.4,0.8,0.8,0.9,1,1,1
51171,0,0,0.583333333,0.75,0.833333333,0.833333333,1,1,1,1,1
51175,0,0,0,0.166666667,0.666666667,0.833333333,1,1,1,1,1
51177,0,0.137931034,0.344827586,0.689655172,0.827586207,0.862068966,0.931034483,1,1,1,1
51179,0,0.162162162,0.378378378,0.594594595,0.837837838,0.891891892,0.972972973,1,1,1,1
51181,0,0,0,0,0,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667
51185,0,0,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.75,1
51187,0.083333333,0.083333333,0.583333333,0.666666667,1,1,1,1,1,1,1
51191,0,0,0,0.125,0.375,0.75,0.875,1,1,1,1
51193,0,0,0,0.25,0.75,0.75,0.75,0.75,0.75,0.75,1
51195,0,0,0.5,0.5,0.5,0.5,1,1,1,1,1
51199,0,0.3,0.4,0.6,0.8,0.8,0.9,0.9,0.9,0.9,1
51510,0.038461538,0.134615385,0.480769231,0.692307692,0.807692308,0.903846154,0.980769231,1,1,1,1
51530,0,0,0,0,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
51540,0,0.088235294,0.323529412,0.647058824,0.735294118,0.823529412,0.823529412,0.911764706,0.941176471,0.941176471,1
51550,0.018518519,0.111111111,0.259259259,0.555555556,0.685185185,0.759259259,0.851851852,0.981481481,1,1,1
51570,0,0.153846154,0.307692308,0.538461538,0.769230769,1,1,1,1,1,1
51590,0,0.25,0.375,0.625,0.75,1,1,1,1,1,1
51600,0.04,0.2,0.4,0.56,0.84,0.88,0.92,1,1,1,1
51610,0,0.111111111,0.333333333,0.444444444,0.555555556,0.888888889,1,1,1,1,1
51620,0,0,0,0,0.25,0.5,0.75,1,1,1,1
51630,0,0.090909091,0.272727273,0.454545455,0.818181818,0.909090909,0.909090909,1,1,1,1
51640,0,0,0,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,1
51650,0,0.15,0.25,0.55,0.85,0.9,0.9,0.9,0.9,0.9,1
51660,0,0.076923077,0.153846154,0.538461538,0.692307692,0.846153846,0.923076923,0.923076923,1,1,1
51670,0,0.111111111,0.444444444,0.777777778,1,1,1,1,1,1,1
51678,0,0,0,0.333333333,0.5,0.5,0.666666667,0.666666667,0.666666667,0.833333333,1
51680,0,0.125,0.3125,0.59375,0.84375,0.9375,0.9375,1,1,1,1
51683,0,0.6,0.6,0.6,0.6,0.8,0.8,1,1,1,1
51690,0,0.25,0.5,0.5,0.75,0.75,0.75,0.75,0.75,1,1
51700,0.035714286,0.25,0.428571429,0.571428571,0.714285714,0.857142857,0.857142857,0.857142857,0.964285714,0.964285714,1
51710,0.022727273,0.136363636,0.409090909,0.704545455,0.772727273,0.795454545,0.886363636,0.931818182,0.954545455,1,1
51730,0,0.153846154,0.153846154,0.153846154,0.461538462,0.692307692,0.923076923,0.923076923,1,1,1
51740,0,0.151515152,0.272727273,0.515151515,0.757575758,0.939393939,0.96969697,1,1,1,1
51760,0.070422535,0.23943662,0.422535211,0.676056338,0.816901408,0.929577465,0.985915493,1,1,1,1
51770,0,0.038461538,0.153846154,0.461538462,0.846153846,0.923076923,1,1,1,1,1
51775,0.153846154,0.307692308,0.615384615,0.615384615,0.615384615,0.846153846,0.846153846,0.846153846,0.923076923,1,1
51790,0,0,0.125,0.25,0.625,0.625,1,1,1,1,1
51800,0,0.074074074,0.37037037,0.555555556,0.777777778,0.888888889,0.962962963,1,1,1,1
51810,0.008264463,0.074380165,0.272727273,0.47107438,0.719008264,0.884297521,0.975206612,0.991735537,1,1,1
51820,0,0,0.2,0.2,0.2,0.6,0.6,1,1,1,1
51840,0,0,0.5,1,1,1,1,1,1,1,1
53001,0,0,0,0,0,0,0,0.5,0.5,1,1
53003,0,0,0.142857143,0.142857143,0.285714286,0.357142857,0.785714286,0.857142857,0.928571429,0.928571429,1
53005,0.012195122,0.024390244,0.109756098,0.280487805,0.414634146,0.634146341,0.756097561,0.841463415,0.890243902,0.902439024,0.963414634
53007,0,0.044444444,0.088888889,0.088888889,0.222222222,0.266666667,0.311111111,0.355555556,0.511111111,0.688888889,0.733333333
53009,0,0.086956522,0.086956522,0.173913043,0.260869565,0.260869565,0.347826087,0.47826087,0.52173913,0.52173913,0.608695652
53011,0.027777778,0.194444444,0.305555556,0.444444444,0.652777778,0.74537037,0.87962963,0.925925926,0.972222222,0.990740741,1
53013,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
53015,0.026315789,0.052631579,0.210526316,0.368421053,0.552631579,0.789473684,0.815789474,0.868421053,0.947368421,0.947368421,0.947368421
53017,0.058823529,0.176470588,0.235294118,0.235294118,0.235294118,0.352941176,0.411764706,0.470588235,0.647058824,0.882352941,0.941176471
53021,0,0.076923077,0.115384615,0.192307692,0.346153846,0.5,0.653846154,0.769230769,0.884615385,0.923076923,0.923076923
53025,0.04,0.08,0.16,0.2,0.44,0.64,0.68,0.68,0.76,0.8,0.88
53027,0,0,0,0.086956522,0.260869565,0.434782609,0.52173913,0.652173913,0.652173913,0.695652174,0.869565217
53029,0,0.073529412,0.191176471,0.338235294,0.558823529,0.676470588,0.779411765,0.823529412,0.882352941,0.911764706,1
53031,0,0.035714286,0.107142857,0.321428571,0.535714286,0.678571429,0.75,0.821428571,0.928571429,1,1
53033,0.020448878,0.127680798,0.315710723,0.501246883,0.685785536,0.824438903,0.910723192,0.960598504,0.979551122,1,1
53035,0.022556391,0.082706767,0.203007519,0.308270677,0.481203008,0.639097744,0.789473684,0.864661654,0.932330827,0.984962406,1
53037,0,0.017241379,0.034482759,0.103448276,0.189655172,0.465517241,0.517241379,0.655172414,0.74137931,0.775862069,0.827586207
53039,0,0,0.083333333,0.083333333,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.416666667,0.666666667
53041,0.05,0.05,0.1,0.35,0.5,0.6,0.7,0.75,0.85,0.95,1
53043,0,0,0,0.076923077,0.076923077,0.230769231,0.230769231,0.538461538,0.615384615,0.692307692,0.846153846
53045,0,0,0.086956522,0.217391304,0.304347826,0.347826087,0.52173913,0.608695652,0.739130435,0.869565217,1
53047,0,0,0,0.181818182,0.181818182,0.181818182,0.272727273,0.272727273,0.363636364,0.454545455,0.909090909
53049,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
53051,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.666666667
53053,0.015873016,0.10430839,0.281179138,0.458049887,0.571428571,0.691609977,0.79138322,0.868480726,0.925170068,0.961451247,1
53055,0,0.111111111,0.333333333,0.555555556,0.555555556,0.555555556,0.666666667,0.666666667,0.666666667,0.666666667,0.777777778
53057,0,0.08045977,0.183908046,0.367816092,0.459770115,0.586206897,0.747126437,0.827586207,0.873563218,0.931034483,0.988505747
53061,0.019163763,0.139372822,0.332752613,0.555749129,0.761324042,0.8728223,0.945993031,0.977351916,1,1,1
53063,0.01659751,0.078838174,0.178423237,0.331950207,0.473029046,0.659751037,0.800829876,0.87966805,0.933609959,0.970954357,1
53065,0,0.142857143,0.142857143,0.285714286,0.285714286,0.714285714,0.714285714,0.857142857,0.857142857,0.857142857,0.857142857
53067,0.047169811,0.132075472,0.283018868,0.462264151,0.537735849,0.641509434,0.764150943,0.877358491,0.905660377,0.952830189,1
53071,0,0,0.074074074,0.185185185,0.222222222,0.296296296,0.407407407,0.555555556,0.666666667,0.740740741,0.740740741
53073,0.012121212,0.078787879,0.193939394,0.333333333,0.490909091,0.715151515,0.848484848,0.96969697,0.993939394,1,1
53075,0,0,0.222222222,0.388888889,0.5,0.5,0.5,0.5,0.555555556,0.555555556,0.777777778
53077,0.017241379,0.034482759,0.074712644,0.166666667,0.25862069,0.379310345,0.511494253,0.632183908,0.764367816,0.879310345,0.959770115
54003,0,0.088235294,0.323529412,0.382352941,0.529411765,0.794117647,0.823529412,0.852941176,0.941176471,0.970588235,1
54009,0,0,0,0,0.5,0.5,0.5,1,1,1,1
54011,0,0.2,0.32,0.44,0.56,0.64,0.8,0.88,0.96,1,1
54013,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5
54019,0,0,0,0.333333333,0.666666667,0.666666667,1,1,1,1,1
54021,0,0,0,0,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
54025,0,0,0,0,0.5,0.5,0.5,1,1,1,1
54029,0,0,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.5
54031,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
54033,0,0,0,0.222222222,0.444444444,0.555555556,0.555555556,0.888888889,0.888888889,0.888888889,1
54035,0,0,0,0,0,0.5,0.5,1,1,1,1
54037,0,0.333333333,0.428571429,0.619047619,0.714285714,0.761904762,0.761904762,1,1,1,1
54039,0.027027027,0.108108108,0.378378378,0.486486486,0.594594595,0.756756757,0.837837838,0.945945946,0.972972973,1,1
54041,0,0.25,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1
54043,0,0,0,0,0.2,0.2,0.6,0.6,0.6,0.6,1
54049,0,0.142857143,0.142857143,0.214285714,0.357142857,0.428571429,0.642857143,0.714285714,0.785714286,0.785714286,0.785714286
54051,0,0.285714286,0.714285714,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,1,1
54053,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.666666667
54055,0.111111111,0.222222222,0.444444444,0.555555556,0.666666667,0.888888889,0.888888889,1,1,1,1
54059,0,0,0,0,0,0.5,0.5,0.5,0.5,1,1
54061,0.032258065,0.064516129,0.193548387,0.225806452,0.35483871,0.387096774,0.516129032,0.64516129,0.806451613,0.903225806,0.935483871
54063,0,0,0,0,0.666666667,1,1,1,1,1,1
54065,0,0,0,0,0,0,0.5,1,1,1,1
54067,0,0,0,0,0,0,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667
54069,0,0.090909091,0.090909091,0.363636364,0.454545455,0.636363636,0.909090909,0.909090909,1,1,1
54079,0,0,0,0.25,0.666666667,0.833333333,0.833333333,0.916666667,0.916666667,1,1
54081,0,0.166666667,0.277777778,0.333333333,0.5,0.722222222,0.888888889,0.944444444,0.944444444,0.944444444,1
54089,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1
54091,0,0,0,0.333333333,0.666666667,0.666666667,0.666666667,1,1,1,1
54099,0,0,0.133333333,0.266666667,0.533333333,0.8,0.866666667,1,1,1,1
54103,0,0,0,0,0,0,0,0,0,0,1
54107,0,0.0625,0.125,0.25,0.375,0.5625,0.625,0.75,0.9375,1,1
55001,0,0,0,0.2,0.6,0.8,0.8,0.8,0.8,0.8,1
55003,0,0,0,0,0.333333333,0.333333333,0.333333333,1,1,1,1
55005,0,0,0.041666667,0.125,0.416666667,0.666666667,0.875,0.958333333,0.958333333,1,1
55007,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.714285714,0.857142857
55009,0,0.116504854,0.194174757,0.40776699,0.59223301,0.67961165,0.815533981,0.912621359,0.941747573,0.990291262,1
55011,0,0,0,0,0.2,0.2,0.6,1,1,1,1
55013,0.125,0.125,0.5,0.625,0.666666667,0.75,0.791666667,0.875,0.916666667,0.958333333,1
55015,0,0,0,0,0.333333333,0.666666667,0.666666667,0.833333333,1,1,1
55017,0,0.060606061,0.121212121,0.181818182,0.393939394,0.454545455,0.818181818,0.96969697,0.96969697,1,1
55019,0,0.166666667,0.333333333,0.333333333,0.833333333,1,1,1,1,1,1
55021,0,0.071428571,0.214285714,0.321428571,0.571428571,0.607142857,0.714285714,0.714285714,0.892857143,0.964285714,1
55025,0.006993007,0.132867133,0.356643357,0.629370629,0.748251748,0.811188811,0.895104895,0.923076923,0.958041958,0.993006993,1
55027,0,0,0.041666667,0.291666667,0.416666667,0.5,0.75,0.833333333,0.958333333,1,1
55029,0,0,0,0.083333333,0.083333333,0.333333333,0.416666667,0.5,0.75,0.833333333,0.833333333
55031,0,0.058823529,0.176470588,0.235294118,0.588235294,0.647058824,0.941176471,0.941176471,0.941176471,1,1
55033,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0.777777778,0.888888889,0.888888889,1,1,1
55035,0.016949153,0.050847458,0.084745763,0.271186441,0.423728814,0.559322034,0.881355932,0.93220339,0.949152542,0.949152542,1
55039,0.012987013,0.077922078,0.168831169,0.350649351,0.61038961,0.727272727,0.805194805,0.922077922,0.961038961,1,1
55041,0,0,0.5,0.5,1,1,1,1,1,1,1
55043,0,0,0,0.8,0.8,1,1,1,1,1,1
55045,0,0,0.166666667,0.333333333,0.333333333,0.333333333,0.5,0.666666667,0.666666667,0.666666667,1
55047,0,0,0,0.454545455,0.909090909,0.909090909,0.909090909,0.909090909,1,1,1
55049,0,0,0,0.428571429,0.571428571,0.571428571,0.571428571,0.714285714,0.714285714,0.857142857,1
55051,0,0,0,0,0,0,0.333333333,0.333333333,1,1,1
55055,0.05,0.05,0.35,0.5,0.6,0.9,0.95,0.95,1,1,1
55057,0,0,0,0.25,0.75,0.75,1,1,1,1,1
55059,0,0.1875,0.28125,0.5,0.8125,0.96875,1,1,1,1,1
