fip,0 Days,1 Days,2 Days,3 Days,4 Days,5 Days,6 Days,7 Days,8 Days,9 Days,10 Days
55061,0,0,0,0,0.2,0.4,0.4,0.6,0.6,0.6,0.9
55063,0,0.04,0.16,0.4,0.64,0.88,1,1,1,1,1
55067,0,0,0,0,0,0.666666667,1,1,1,1,1
55069,0,0,0.125,0.125,0.25,0.625,0.75,1,1,1,1
55071,0.032258065,0.096774194,0.258064516,0.419354839,0.612903226,0.677419355,0.838709677,0.903225806,0.935483871,0.967741935,0.967741935
55073,0,0.1,0.3,0.483333333,0.583333333,0.8,0.883333333,0.933333333,0.983333333,1,1
55075,0.25,0.416666667,0.5,0.666666667,0.75,0.833333333,0.833333333,0.833333333,1,1,1
55077,0,0,0.375,0.5,0.875,1,1,1,1,1,1
55079,0.004098361,0.114754098,0.299180328,0.487704918,0.631147541,0.754098361,0.823770492,0.893442623,0.942622951,0.983606557,1
55081,0,0.111111111,0.111111111,0.111111111,0.111111111,0.222222222,0.333333333,0.555555556,0.666666667,0.777777778,0.888888889
55083,0,0,0.117647059,0.235294118,0.294117647,0.588235294,0.705882353,0.764705882,0.941176471,0.941176471,0.941176471
55085,0,0.083333333,0.125,0.25,0.25,0.375,0.5,0.583333333,0.75,0.791666667,0.916666667
55087,0.012345679,0.098765432,0.283950617,0.37037037,0.530864198,0.654320988,0.827160494,0.901234568,0.913580247,0.962962963,1
55089,0,0.086206897,0.24137931,0.431034483,0.620689655,0.75862069,0.913793103,0.931034483,0.982758621,1,1
55093,0,0,0.222222222,0.388888889,0.555555556,0.833333333,0.888888889,0.888888889,0.944444444,1,1
55095,0,0.090909091,0.136363636,0.363636364,0.545454545,0.681818182,1,1,1,1,1
55097,0,0,0.056603774,0.094339623,0.41509434,0.660377358,0.773584906,0.867924528,0.924528302,0.924528302,0.943396226
55099,0.142857143,0.142857143,0.285714286,0.285714286,0.285714286,0.285714286,0.428571429,0.428571429,0.571428571,0.714285714,0.857142857
55101,0.01369863,0.054794521,0.178082192,0.424657534,0.657534247,0.821917808,0.863013699,0.904109589,0.98630137,1,1
55103,0,0,0,0,0.25,0.5,0.5,0.5,0.5,1,1
55105,0,0.086206897,0.189655172,0.293103448,0.482758621,0.586206897,0.724137931,0.862068966,0.931034483,0.965517241,0.965517241
55109,0,0.066666667,0.133333333,0.283333333,0.433333333,0.6,0.8,0.866666667,0.9,1,1
55111,0,0,0.222222222,0.555555556,0.777777778,0.777777778,1,1,1,1,1
55113,0.111111111,0.111111111,0.222222222,0.666666667,0.888888889,1,1,1,1,1,1
55115,0,0,0,0.181818182,0.454545455,0.727272727,0.909090909,1,1,1,1
55117,0.019607843,0.019607843,0.098039216,0.37254902,0.647058824,0.784313725,0.882352941,0.941176471,0.960784314,0.980392157,1
55119,0,0.142857143,0.571428571,0.571428571,0.571428571,0.714285714,0.714285714,0.857142857,1,1,1
55121,0,0,0,0.166666667,0.166666667,0.333333333,0.833333333,1,1,1,1
55123,0,0,0,0,0.2,0.4,0.4,0.6,0.6,0.6,0.6
55125,0,0,0,0,0,0.111111111,0.388888889,0.444444444,0.611111111,0.666666667,0.888888889
55127,0,0.025,0.15,0.35,0.525,0.75,0.875,0.975,1,1,1
55129,0,0.461538462,0.615384615,0.769230769,0.923076923,1,1,1,1,1,1
55131,0,0.020833333,0.25,0.354166667,0.5625,0.791666667,0.916666667,0.958333333,1,1,1
55133,0.005555556,0.066666667,0.266666667,0.416666667,0.588888889,0.761111111,0.85,0.911111111,0.955555556,0.983333333,1
55135,0,0.133333333,0.2,0.4,0.733333333,0.8,0.933333333,1,1,1,1
55137,0,0.2,0.4,0.7,0.7,0.8,0.8,0.8,0.9,1,1
55139,0.017241379,0.112068966,0.224137931,0.379310345,0.448275862,0.594827586,0.74137931,0.853448276,0.905172414,0.939655172,0.974137931
55141,0.023255814,0.139534884,0.348837209,0.581395349,0.790697674,0.860465116,0.930232558,0.930232558,0.976744186,1,1
56001,0,0.12,0.24,0.28,0.44,0.68,0.76,0.88,0.96,1,1
56003,0,0,0,0,0,0,0,0,0,0,0
56005,0,0,0.125,0.25,0.375,0.75,1,1,1,1,1
56007,0,0,0,0,0,0,0.5,0.5,1,1,1
56013,0,0,0,0,0.375,0.625,0.625,0.625,0.75,0.75,0.75
56021,0,0.176470588,0.294117647,0.411764706,0.411764706,0.588235294,0.647058824,0.823529412,0.823529412,0.882352941,0.882352941
56023,0,0,0.230769231,0.384615385,0.615384615,0.846153846,0.846153846,0.923076923,1,1,1
56025,0.363636364,0.454545455,0.636363636,0.818181818,0.818181818,0.818181818,0.818181818,0.909090909,1,1,1
56029,0,0,0,0,0,0.5,0.5,0.5,1,1,1
56033,0,0,0.5,0.5,0.75,0.75,1,1,1,1,1
56035,0,0.142857143,0.142857143,0.428571429,0.571428571,0.857142857,1,1,1,1,1
56037,0,0.083333333,0.5,0.833333333,0.833333333,0.833333333,1,1,1,1,1
56039,0,0.03125,0.125,0.3125,0.625,0.75,0.8125,0.90625,0.9375,0.9375,0.9375
56041,0,0,0,0,0.5,0.75,0.75,1,1,1,1
56043,0,0,0.5,0.5,1,1,1,1,1,1,1
